problem_type,M_strategy,n_bits,layers,vseed,eta_req,eta_eff,d_eta,M_star,s_conv,norm_final,gap_pen,beta_pred,beta_fit,beta_ratio,se_beta,rel_se,z_beta,D_therm,D_pred,D_unif,R_therm,R_pred,D_shape,D_shell,R_shape,n_levels,entropy_bits,n_eff_states,p_max,E_min,E_mean,E_sd,contrast,n_shots,n_cells,G2_therm,p_therm,dG2_unif,p_vs_unif,n_shots_detect,beta_identified,verdict
TSP_rand,feasibility,9,10,42,0.25,0.9875385726846385,3.441691376337985e-14,566175050.5678356,615707252.8263862,1.8391046977888452,0.9195523488944226,1.037037037037037,3.35327907970576,3.2335191125734113,0.09499274772635448,0.02832831549907555,24.383356604665433,0.1258752742315586,1.3441619905855995,4.330372459723968,0.9709319982513508,0.6895966794802495,0.12564128004255296,0.00023399418900563185,0.9709844659604827,83,2.752593127154102,6.739273739369068,0.16458976211411244,0.006666665011915046,0.06865780837467363,0.6447313646078392,2.1619641969696137,1000,2,18.036790427041005,2.166768345229722e-05,8630.509656319902,0.0,212.9790683233177,True,near-thermal (small but resolvable deviation)
TSP_rand,feasibility,9,10,43,0.25,0.987515331779713,2.453592884421596e-14,371041995.2869415,403502852.22609246,1.8391046964844635,0.9195523482422318,1.037037037037037,3.3529326608153918,3.233185065786271,0.09496411857888248,0.0283227037896396,24.387059643528865,0.1258116012347022,1.3440092167479976,4.330179498370476,0.9709454073943015,0.6896181284739415,0.12557697949704105,0.0002346217376611448,0.9709980188951745,83,2.7528715115418283,6.740574284224597,0.16458588862995657,0.00666666415158998,0.06869633398382113,0.6447372975922059,2.16176074274276,1000,2,18.016844605265657,2.1895891417165096e-05,8630.120264220119,0.0,213.2148500393577,True,near-thermal (small but resolvable deviation)
TSP_rand,feasibility,9,10,44,0.25,0.9875037232154393,2.986499936241671e-14,392566279.2287767,426910202.2462621,1.839104697724351,0.9195523488621755,1.037037037037037,3.3527591732004347,3.2330177741575623,0.09494978414330277,0.02831989392565491,24.388914172447187,0.12578000743213258,1.3439329826405364,4.330083126251468,0.970952057093412,0.6896288261782233,0.12554509658115132,0.00023491085098126252,0.971004734961699,83,2.7530105471200064,6.741223918954558,0.16458395386924504,0.006666664289175861,0.06871563844504436,0.6447406160298288,2.161660014728908,1000,2,18.006939709534766,2.2010112984650564e-05,8629.925742363459,0.0,213.33213098170458,True,near-thermal (small but resolvable deviation)
TSP_rand,feasibility,9,10,45,0.25,0.987521156473279,3.47499806707674e-14,504395339.731127,548522702.6601238,1.8391046980735852,0.9195523490367926,1.037037037037037,3.3530195892039343,3.233268889589508,0.09497130200376082,0.028324111886954013,24.386130370995495,0.1258274891502551,1.3440474669205047,4.330227837893076,0.9709420626671972,0.6896127600587254,0.125593030449358,0.00023445870089711107,0.9709946368387313,83,2.7528017723523006,6.740248455956931,0.16458685941221915,0.006666664811257303,0.06868666420679338,0.6447357228211668,2.16181150847893,1000,2,18.02182922768074,2.1838635053866413e-05,8630.21786065429,0.0,213.15587736198364,True,near-thermal (small but resolvable deviation)
TSP_rand,feasibility,9,10,46,0.25,0.9874948941386035,2.7977620220553945e-14,358234516.8106258,389574902.14049387,1.83910470023777,0.919552350118885,1.037037037037037,3.352626998862025,3.2328903203312387,0.09493886464478697,0.028317753414564717,24.390327085632947,0.1257560317825437,1.343874988232356,4.330009784435771,0.970957102167627,0.6896369627008887,0.12552094256435964,0.00023508921818404804,0.9710098212031673,83,2.7531163569938357,6.74171835068799,0.1645824823564388,0.006666664063136631,0.06873035011101576,0.6447433095365247,2.1615838268878083,1000,2,17.999434003591023,2.209706604030203e-05,8629.77778269897,0.0,213.42108979247504,True,near-thermal (small but resolvable deviation)
TSP_rand,feasibility,9,10,47,0.25,0.9875255155815689,3.2307490016592055e-14,536160034.50006247,583066352.7645183,1.8391046986606008,0.9195523493303004,1.037037037037037,3.3530845958223643,3.2333315745429942,0.09497667415461647,0.028325164916193492,24.385435470344408,0.12583940895472165,1.3440761079500618,4.330264021664318,0.9709395528020586,0.6896087395074187,0.12560507088069087,0.0002343380740307821,0.9709920993482557,83,2.7527495702049616,6.740004572760986,0.16458758593026704,0.006666664919987036,0.06867943385143031,0.6447345840106997,2.1618496020402174,1000,2,18.025566054591437,2.1795810291937786e-05,8630.290897465327,0.0,213.1116886460073,True,near-thermal (small but resolvable deviation)
TSP_rand,feasibility,9,10,48,0.25,0.9875262135453649,2.5979218776228663e-14,584254599.455744,635368502.8989562,1.8391046984230477,0.9195523492115238,1.037037037037037,3.3530950045270034,3.233341611508182,0.09497753433036792,0.028325333520863274,24.38532421186928,0.12584132610706367,1.344080702504768,4.330269823503398,0.9709391490054419,0.6896080943479541,0.12560700240983055,0.00023432369723311308,0.9709916922354439,83,2.7527411999205227,6.739965468452634,0.16458770225756536,0.006666665062359293,0.06867827639350192,0.6447344027726628,2.1618557051837164,1000,2,18.026164588351765,2.178895882228933e-05,8630.302591920066,0.0,213.1046125683564,True,near-thermal (small but resolvable deviation)
TSP_rand,feasibility,9,10,49,0.25,0.9875058963943855,3.3639757646142243e-14,497143795.7137823,540636752.5695044,1.8391046977512666,0.9195523488756333,1.037037037037037,3.352791685615049,3.233049125414512,0.09495247038542506,0.02832042049997109,24.388566607883366,0.1257859362414147,1.3439472781942228,4.330101196956152,0.9709508091104577,0.6896268200062041,0.12555105937691066,0.00023487686450404666,0.9710034790694755,83,2.752984476603967,6.741102101388547,0.16458431606573684,0.0066666647853109795,0.06871202056267432,0.6447399703549763,2.161678811989858,1000,2,18.008789963884382,2.1988730791853274e-05,8629.962160116133,0.0,213.31021286815817,True,near-thermal (small but resolvable deviation)
TSP_rand,feasibility,9,10,50,0.25,0.9875050202796305,3.5083047578154947e-14,464077980.6300998,504678152.46802634,1.8391046981551324,0.9195523490775662,1.037037037037037,3.352778559714499,3.2330364682961243,0.09495138590514916,0.028320207915322214,24.388706921990075,0.1257834884577233,1.3439414522434927,4.33009384718971,0.9709513250990256,0.6896276386444306,0.1255486390868661,0.00023484937085721524,0.9710039890097782,83,2.752995080075592,6.741151647096755,0.16458417004661108,0.006666664652603835,0.06871348123848042,0.644740238634551,2.161671248679132,1000,2,18.008045500604638,2.1997331562117056e-05,8629.947476781474,0.0,213.31903123885087,True,near-thermal (small but resolvable deviation)
TSP_rand,feasibility,9,10,51,0.25,0.98748873285132,3.064215547965432e-14,546773829.7767937,594608702.7252461,1.8391046995134357,0.9195523497567178,1.037037037037037,3.35253470562138,3.2328013232777595,0.09493124037748005,0.02831625880510755,24.391313748531136,0.12573946676011677,1.3438346665336964,4.32995874052595,0.9709605854708806,0.6896426162318434,0.12550417237899777,0.00023529438111899448,0.9710133513283057,83,2.7531899977894367,6.74206248313454,0.16458145547522515,0.006666664954333324,0.06874062647736448,0.644745248607428,2.161530822240887,1000,2,17.994205826692152,2.215783793857981e-05,8629.674528325877,0.0,213.48309882038836,True,near-thermal (small but resolvable deviation)
